EnsemblID,gene_name,logFC,logCPM,PValue,FDR,F,gene_biotype,GroupA_AvgCPM,GroupB_AvgCPM,GroupA_stdv,GroupB_stdv,log10FDR,alias,mygene_name,summary
C5_03750W_A,FAV2,-1.29075,5.5527,4.41E-06,0.000142186,82.688,protein_coding,66.3328,27.1069,11.6987,3.6824,3.84714,NA,Fav2p,NA
C5_04030W_A,C5_04030W_A,2.27626,5.98239,3.91E-06,0.000134801,87.8117,protein_coding,21.5779,104.585,4.28802,34.1071,3.87031,NA,uncharacterized protein,NA
C5_04110W_A,SCW11,3.17447,5.92884,2.80E-06,0.00011257,94.7588,protein_coding,12.1393,109.535,4.89862,37.0973,3.94858,NA,"putative glucan endo-1,3-beta-D-glucosidase",NA
C5_04130C_A,CHT2,2.70074,10.0517,5.80E-06,0.000159896,80.1561,protein_coding,282.969,1839.64,96.9314,576.182,3.79616,NA,GPI-linked chitinase CHT2,NA
C5_04200W_A,MRV3,2.34188,1.82637,0.00429131,0.0131493,13.8336,protein_coding,1.11917,5.73091,0.669561,4.60439,1.8811,NA,Mrv3p,NA
C5_04210C_A,MRV4,1.92556,2.59408,0.000147599,0.0011723,36.0448,protein_coding,2.43837,9.30306,0.435719,4.05505,2.93096,NA,Mrv4p,NA
C5_04220W_A,MRV5,2.42604,4.09319,9.64E-05,0.000869123,40.7722,protein_coding,5.3205,28.6155,2.05399,14.3782,3.06092,NA,Mrv5p,NA
C5_04230W_A,MRV6,2.13873,0.260776,0.00254485,0.00877754,16.281,protein_coding,0.373792,1.65923,0.251761,0.675466,2.05663,NA,Mrv6p,NA
C5_04260W_A,RNY1-B,1.64473,4.85759,1.22E-05,0.000241193,66.0006,protein_coding,13.9862,43.7361,4.03749,7.86296,3.61764,NA,uncharacterized protein,NA
C5_04270C_A,SAH1,-1.21367,8.60334,4.57E-07,4.82E-05,136.718,protein_coding,543.199,234.202,38.426,22.6108,4.31737,NA,adenosylhomocysteinase,NA
C5_04380C_A,C5_04380C_A,3.93983,8.24968,1.20E-06,7.68E-05,114.646,protein_coding,37.2397,571.387,14.0014,254.412,4.11484,NA,uncharacterized protein,NA
C5_04440C_A,SFC1,-1.76345,9.10058,5.32E-06,0.000157792,79.2452,protein_coding,847.761,249.664,151.71,59.2625,3.80191,NA,Sfc1p,NA
C5_04480C_A,C5_04480C_A,1.98005,4.4742,9.31E-06,0.000214043,70.3208,protein_coding,8.91118,35.264,3.40284,3.62229,3.6695,NA,uncharacterized protein,NA
C5_04490C_A,CAR1,3.74385,10.4947,6.03E-09,5.82E-06,343.968,protein_coding,200.394,2685.02,41.6405,490.964,5.23481,NA,arginase,NA
C5_04510W_A,GDE1,1.40178,7.17585,8.99E-07,6.44E-05,117.89,protein_coding,79.305,209.602,10.6315,27.8916,4.19145,NA,glycerophosphocholine phosphodiesterase,NA
C5_04690C_A,C5_04690C_A,-1.81347,4.97869,2.02E-06,9.53E-05,98.4985,protein_coding,48.732,13.8355,8.89174,3.28761,4.02069,NA,uncharacterized protein,NA
C5_04930C_A,MAL31,-1.91944,9.07338,1.50E-06,8.36E-05,105.309,protein_coding,851.808,225.184,199.218,38.0977,4.07804,NA,maltose permease,NA
C5_04940W_A,C5_04940W_A,-2.12336,6.31752,1.43E-05,0.00026666,64.9709,protein_coding,129.373,29.7091,50.1541,6.39828,3.57404,NA,uncharacterized protein,NA
C5_04980W_A,C5_04980W_A,-3.53614,4.29002,0.000238301,0.0016141,32.2818,protein_coding,35.5049,3.0242,26.3808,1.12033,2.79207,NA,uncharacterized protein,NA
C5_05100C_A,DUN1,1.04933,4.66264,0.00117209,0.00487503,20.586,protein_coding,16.4121,33.954,6.13436,3.1812,2.31202,NA,serine/threonine protein kinase,NA
C5_05220W_A,CAG1,-1.27905,2.91438,3.90E-05,0.000499611,49.7705,protein_coding,10.379,4.28451,1.81702,0.870529,3.30137,NA,guanine nucleotide-binding protein subunit alpha,NA
C5_05450C_A,MUM2,-1.67362,6.25932,2.10E-06,9.74E-05,97.7072,protein_coding,116.292,36.4298,16.7666,8.17322,4.01161,NA,Mum2p,NA
C6_00070C_A,PGA25,3.61111,8.15948,1.94E-09,3.75E-06,436.058,protein_coding,43.2373,528.422,5.18304,113.327,5.42622,NA,Pga25p,NA
C6_00080C_A,C6_00080C_A,3.58115,8.45297,5.95E-08,1.44E-05,214.966,protein_coding,54.0317,646.636,15.9192,140.706,4.84246,NA,uncharacterized protein,NA
C6_00140C_A,HPA2,1.84427,8.73132,1.45E-05,0.000269443,63.431,protein_coding,185.109,664.677,46.9933,180.456,3.56953,NA,D-amino-acid N-acetyltransferase,NA
C6_00160W_A,PGA48,1.06463,6.76759,2.23E-05,0.000348278,56.8603,protein_coding,70.3815,147.254,7.33585,27.3717,3.45807,NA,Pga48p,NA
C6_00290W_A,C6_00290W_A,-1.73786,7.088,0.000413554,0.00234159,27.8379,protein_coding,208.942,62.6333,93.6754,18.4605,2.63049,NA,uncharacterized protein,NA
C6_00420W_A,DPM2,-1.0012,7.57962,7.18E-05,0.000727801,42.8966,protein_coding,254.83,127.302,29.8228,27.6871,3.13799,NA,Dpm2p,NA
C6_00480C_A,FET31,1.08948,3.92093,0.000638991,0.00316115,24.3934,protein_coding,9.55898,20.3805,3.14505,3.06385,2.50015,NA,Fet31p,NA
C6_00520W_A,C6_00520W_A,-1.07987,2.31891,0.000918551,0.00405927,21.9236,protein_coding,6.49032,3.05304,1.45309,0.843752,2.39155,NA,uncharacterized protein,NA
C6_00610C_A,C6_00610C_A,-2.53075,0.621442,3.46E-06,0.0001254,88.8395,protein_coding,2.28412,0.386632,0.326828,0.115587,3.9017,NA,,NA
C6_00670W_A,CDC14,1.37331,5.2394,0.000680003,0.00331316,24.2538,protein_coding,20.9734,54.3081,8.94649,9.8727,2.47976,NA,phosphoprotein phosphatase,NA
C6_00790C_A,CTR1,2.03867,9.94809,2.16E-07,3.38E-05,160.842,protein_coding,386.647,1588.66,56.4362,275.895,4.47076,NA,high-affinity Cu transporter,NA
C6_00810C_A,C6_00810C_A,-2.51079,2.60182,1.33E-05,0.000252884,64.8285,protein_coding,9.93483,1.73924,2.77272,0.794808,3.59708,NA,uncharacterized protein,NA
C6_00920W_A,C6_00920W_A,-1.24735,7.97072,3.82E-05,0.000498662,50.0241,protein_coding,352.681,148.557,89.747,15.218,3.30219,NA,uncharacterized protein,NA
C6_01070C_A,CIP1,1.4383,6.31127,1.02E-05,0.000221854,68.7339,protein_coding,42.7352,115.812,8.51913,22.226,3.65393,NA,Cip1p,NA
C6_01110W_A,FAD2,-1.1379,7.67904,1.72E-06,9.19E-05,102.171,protein_coding,281.514,127.901,20.4524,16.5066,4.03678,NA,Fad2p,NA
C6_01150W_A,CDC20,1.93448,4.89667,4.51E-05,0.000550257,49.2409,protein_coding,12.3072,46.9975,5.61247,4.67109,3.25943,NA,ubiquitin-protein transferase activating protein,NA
C6_01430C_A,FRP6,1.26717,10.0717,4.27E-06,0.000142186,83.2787,protein_coding,631.687,1520.44,49.5926,264.845,3.84714,NA,Frp6p,NA
C6_01440C_A,FRP5,4.60033,3.74058,1.67E-08,8.92E-06,279.028,protein_coding,1.03961,25.499,0.0670454,8.71892,5.04974,NA,Frp5p,NA
C6_01460C_A,C6_01460C_A,-1.86298,6.248,8.20E-05,0.000789141,42.4635,protein_coding,118.845,32.643,34.4571,12.1063,3.10285,NA,uncharacterized protein,NA
C6_01650C_A,FMP27,1.52456,5.90015,2.05E-08,9.92E-06,265.699,protein_coding,30.7296,88.4396,1.31329,8.8697,5.00327,NA,Fmp27p,NA
C6_01680C_A,C6_01680C_A,1.26209,3.97135,0.00016619,0.00126618,34.8802,protein_coding,9.13611,21.8938,1.94963,5.96272,2.8975,NA,uncharacterized protein,NA
C6_02100W_A,C6_02100W_A,2.39115,9.02221,5.79E-05,0.000641843,46.3086,protein_coding,166.474,873.239,76.6918,264.313,3.19257,NA,uncharacterized protein,NA
C6_02200C_A,C6_02200C_A,1.47551,2.52491,3.70E-05,0.000494423,50.4103,protein_coding,2.95524,8.25847,0.571844,1.95289,3.3059,NA,uncharacterized protein,NA
C6_02450W_A,C6_02450W_A,1.19203,7.73532,0.005307,0.0154545,12.8588,protein_coding,129.675,296.292,43.572,130.163,1.81094,NA,uncharacterized protein,NA
C6_02560W_A,C6_02560W_A,1.14396,4.54083,4.52E-05,0.000550257,48.0321,protein_coding,14.411,31.8547,2.85675,5.43439,3.25943,NA,uncharacterized protein,NA
C6_02580W_A,C6_02580W_A,-1.01165,4.14656,1.58E-05,0.000279616,61.6957,protein_coding,23.3987,11.5931,2.16036,1.79045,3.55344,NA,RNA exonuclease,NA
C6_02660C_A,C6_02660C_A,1.02073,1.93214,4.29E-05,0.000531956,48.6548,protein_coding,2.39982,4.87613,0.200236,0.487136,3.27412,NA,putative amidase,NA
C6_02690C_A,C6_02690C_A,-1.2011,2.37446,0.000141818,0.00114362,36.1916,protein_coding,6.92776,3.012,1.80984,0.182852,2.94172,NA,uncharacterized protein,NA
C6_02710C_A,SAP6,2.04533,7.32337,0.00068748,0.00333894,24.1788,protein_coding,62.4463,257.727,33.4218,100.999,2.47639,NA,aspartyl protease SAP6,NA
C6_03080C_A,ADO1,-1.02292,8.13117,4.50E-06,0.000143486,82.2984,protein_coding,375.509,184.791,15.1672,26.2308,3.84319,NA,adenosine kinase,NA
C6_03230W_A,ARG3,-3.6396,5.04298,1.21E-05,0.000240676,67.5797,protein_coding,60.647,4.83294,29.6258,2.43565,3.61857,NA,ornithine carbamoyltransferase,NA
C6_03240W_A,C6_03240W_A,-1.29194,7.45938,0.000330371,0.00201843,29.5835,protein_coding,249.625,101.95,65.4028,29.5004,2.69499,NA,methylglyoxal reductase (NADPH-dependent),NA
C6_03320W_A,C6_03320W_A,1.01041,5.63844,0.00570692,0.0163806,12.5401,protein_coding,32.9634,66.3747,14.7916,9.67591,1.78567,NA,uncharacterized protein,NA
C6_03470W_A,C6_03470W_A,1.27291,7.57029,4.16E-05,0.000523717,48.9911,protein_coding,111.179,268.688,15.4416,73.5076,3.2809,NA,uncharacterized protein,NA
C6_03480W_A,YMX6,-1.7564,1.86474,0.000555734,0.00285905,25.3453,protein_coding,5.3043,1.54661,1.01361,0.947659,2.54378,NA,Ymx6p,NA
C6_03500C_A,SAP4,1.70174,3.48148,0.00115832,0.00484557,20.8103,protein_coding,5.19293,16.9304,1.91521,7.90048,2.31466,NA,Sap4p,NA
C6_03550C_A,C6_03550C_A,-2.01081,3.87275,5.49E-06,0.000159277,79.2441,protein_coding,23.088,5.71935,7.61714,0.268666,3.79785,NA,uncharacterized protein,NA
C6_03560W_A,POX1,1.02625,7.90223,0.000254434,0.00169369,31.1162,protein_coding,157.455,320.729,6.27634,99.5662,2.77117,NA,Pox1p,NA
C6_03600C_A,C6_03600C_A,2.14178,7.06636,6.07E-05,0.000653095,45.7676,protein_coding,49.4917,218.376,22.3734,66.4342,3.18502,NA,uncharacterized protein,NA
C6_03610W_A,FGR17,1.0485,2.25374,0.000534289,0.00277581,25.5127,protein_coding,2.99861,6.19106,0.935641,0.775477,2.55661,NA,Fgr17p,NA
C6_03670C_A,C6_03670C_A,-2.91676,3.85949,0.000102037,0.000897737,40.1943,protein_coding,25.16,3.32755,14.7641,0.971461,3.04685,NA,,NA
C6_03700W_A,ALS1,-1.35222,12.2807,0.000850927,0.00385745,22.5023,protein_coding,7150.51,2800.72,1499.18,1080.69,2.4137,NA,adhesin factor ALS1,NA
C6_03880W_A,C6_03880W_A,1.24256,4.49422,0.000140238,0.00113644,36.5035,protein_coding,13.3064,31.4727,4.43608,2.15181,2.94445,NA,uncharacterized protein,NA
C6_04190C_A,C6_04190C_A,1.42572,1.38188,1.46E-05,0.000270131,62.9383,protein_coding,1.31397,3.56136,0.137348,0.457566,3.56843,NA,uncharacterized protein,NA
C6_04490W_A,LIP4,2.82893,0.508618,1.10E-05,0.000227604,67.3276,protein_coding,0.29878,2.21648,0.133103,0.541401,3.64282,NA,Lip4p,NA
C6_04600W_A,DAC1,-1.06372,5.40702,1.87E-05,0.000307623,59.2551,protein_coding,57.1041,27.3039,6.302,4.77068,3.51198,NA,Dac1p,NA
C7_00110W_A,SOD3,1.97,8.26384,6.77E-06,0.000175296,75.675,protein_coding,124.937,489.473,7.14049,174.432,3.75623,NA,Sod3p,NA
C7_00170W_A,VPS70,1.01743,6.93469,1.06E-05,0.000222926,67.6249,protein_coding,80.802,163.573,12.9085,14.6944,3.65184,NA,putative zinc metalloprotease,NA
C7_00190W_A,C7_00190W_A,2.2512,6.32712,2.71E-06,0.00011257,95.4774,protein_coding,27.8401,132.517,9.24351,23.8872,3.94858,NA,uncharacterized protein,NA
C7_00280W_A,HGT12,4.53754,3.50871,5.93E-07,5.28E-05,135.052,protein_coding,0.928503,21.6745,0.537833,7.98091,4.27715,NA,Hgt12p,NA
C7_00290C_A,HGT13,1.20003,6.68974,0.00474503,0.0142317,13.3597,protein_coding,62.5459,143.716,26.0379,61.6533,1.84674,NA,Hgt13p,NA
C7_00410C_A,C7_00410C_A,1.13673,4.94456,6.81E-05,0.000704631,43.4532,protein_coding,19.1624,42.145,3.87794,7.86002,3.15204,NA,uncharacterized protein,NA
C7_00430W_A,C7_00430W_A,1.33829,5.81026,5.73E-07,5.28E-05,130.123,protein_coding,31.7098,80.1779,0.908204,12.9524,4.27715,NA,putative ferric-chelate reductase,NA
C7_00630C_A,C7_00630C_A,1.88405,2.56824,0.000271827,0.00176551,30.7602,protein_coding,2.46191,9.08727,1.05999,3.81787,2.75313,NA,uncharacterized protein,NA
C7_00660W_A,GAC1,-1.48337,7.60878,5.29E-07,5.11E-05,132.435,protein_coding,287.219,102.706,18.3714,18.2548,4.29177,NA,protein phosphatase regulator,NA
C7_00850W_A,C7_00850W_A,1.26277,2.65514,9.28E-06,0.000214043,69.7946,protein_coding,3.6032,8.65296,0.34138,1.32054,3.6695,NA,uncharacterized protein,NA
C7_00970C_A,YOX1,2.24568,2.8131,0.000180087,0.00133012,34.7459,protein_coding,2.39884,11.3714,1.09498,5.36702,2.87611,NA,Yox1p,NA
C7_01170C_A,C7_01170C_A,-1.33567,4.97446,0.000221474,0.0015434,32.9038,protein_coding,44.7355,17.6691,5.53549,6.59,2.81152,NA,uncharacterized protein,NA
C7_01380W_A,C7_01380W_A,3.8729,0.600531,5.82E-06,0.000159896,68.6915,protein_coding,0.164795,2.52977,0.142445,0.667608,3.79616,NA,uncharacterized protein,NA
C7_01510W_A,C7_01510W_A,-1.79809,7.38194,2.92E-05,0.000419169,54.724,protein_coding,258.709,74.3593,82.1355,16.026,3.37761,NA,uncharacterized protein,NA
C7_01540W_A,ALK6.00,1.68567,2.69995,0.00015233,0.00119683,35.7495,protein_coding,2.9967,9.68184,1.06329,2.64272,2.92197,NA,Alk6p,NA
C7_01670W_A,C7_01670W_A,2.00681,2.75919,4.37E-07,4.78E-05,138.152,protein_coding,2.62446,10.5879,0.495262,1.53167,4.32086,NA,uncharacterized protein,NA
C7_01680C_A,C7_01680C_A,-1.25416,5.7561,0.000145501,0.00116361,36.1634,protein_coding,75.8351,31.7684,19.4164,6.78932,2.93419,NA,uncharacterized protein,NA
C7_01840W_A,IQG1,2.03155,5.30811,5.53E-05,0.000627794,46.8327,protein_coding,15.5329,63.452,7.10539,10.5452,3.20218,NA,Iqg1p,NA
C7_02030W_A,HSP90,-2.10568,10.4015,6.58E-06,0.000171838,76.1717,protein_coding,2194.71,509.937,751.381,76.9763,3.76488,NA,Hsp90 family chaperone,NA
C7_02040C_A,CUP9.00,-1.43509,10.3426,2.70E-06,0.00011257,92.3863,protein_coding,1895.49,700.983,347.235,60.9292,3.94858,NA,transcription factor CUP9,NA
C7_02150C_A,ECM42,-1.91702,5.18527,2.31E-05,0.000355334,57.9245,protein_coding,57.2031,15.1313,18.731,3.28955,3.44936,NA,glutamate N-acetyltransferase,NA
C7_02200W_A,WHI3,-1.5312,2.7816,8.96E-06,0.000209555,70.3605,protein_coding,9.89402,3.42514,2.01053,0.409923,3.6787,NA,mRNA-binding protein,NA
C7_02230W_A,C7_02230W_A,2.15534,3.75665,1.57E-07,2.59E-05,172.407,protein_coding,4.9006,21.8762,1.00509,3.05555,4.58613,NA,,NA
C7_02350C_A,C7_02350C_A,-1.10272,5.57294,2.35E-05,0.000358764,56.1597,protein_coding,64.6487,30.0921,13.2682,2.7106,3.44519,NA,uncharacterized protein,NA
C7_02390W_A,AHP2,1.52245,7.30983,1.27E-06,7.71E-05,109.32,protein_coding,81.8675,235.203,11.9612,40.1703,4.11289,NA,Ahp2p,NA
C7_02660C_A,C7_02660C_A,1.28648,0.793467,0.000620378,0.00309815,24.5428,protein_coding,0.898735,2.22153,0.142057,0.578483,2.5089,NA,uncharacterized protein,NA
C7_02770W_A,CHS1,1.89803,6.24812,3.87E-05,0.000499611,51.1395,protein_coding,32.1168,119.665,12.644,21.2182,3.30137,NA,chitin synthase,NA
C7_02890C_A,PMT1,-1.36932,8.14947,0.000164018,0.00125459,35.0709,protein_coding,409.076,158.331,85.7058,53.3559,2.9015,NA,dolichyl-phosphate-mannose-protein mannosyltransferase,NA
C7_02920W_A,C7_02920W_A,2.01236,7.86,0.00176111,0.00661757,18.3584,protein_coding,92.2748,372.229,53.3172,188.545,2.1793,NA,uncharacterized protein,NA
C7_03080W_A,LMO1,-1.66217,8.0059,2.49E-07,3.79E-05,155.997,protein_coding,390.305,123.308,56.7319,14.4535,4.42084,NA,Lmo1p,NA
C7_03180C_A,HHO1,1.1008,8.37721,0.00132027,0.00535309,20.0199,protein_coding,211.385,453.36,73.6303,88.6265,2.2714,NA,histone,NA
C7_03200C_A,C7_03200C_A,-1.224,4.23899,5.74E-06,0.000159277,77.8891,protein_coding,26.1344,11.174,4.40077,0.991935,3.79785,NA,uncharacterized protein,NA
C7_03250C_A,PDI1,-1.09172,9.08995,7.29E-05,0.000733632,42.7291,protein_coding,741.509,347.906,91.1521,82.2733,3.13452,NA,protein disulfide isomerase,NA
C7_03480W_A,C7_03480W_A,-1.17097,7.74471,1.23E-06,7.71E-05,109.932,protein_coding,296.74,131.763,20.4262,17.3527,4.11289,NA,Arf family guanine nucleotide exchange factor,NA
C7_03530C_A,ISY1,1.37882,2.935,1.01E-05,0.000221854,68.3691,protein_coding,4.15598,10.8041,1.04416,0.696863,3.65393,NA,Isy1p,NA
C7_03570W_A,ARG4,-2.79662,5.00701,4.16E-06,0.000141211,86.5334,protein_coding,55.8394,8.02592,20.8746,2.29356,3.85013,NA,argininosuccinate lyase,NA
C7_03740C_A,C7_03740C_A,2.04769,4.24274,0.000441867,0.00242838,27.3402,protein_coding,7.31512,30.3059,1.34959,15.1811,2.61468,NA,,NA
C7_03760W_A,C7_03760W_A,2.42488,4.77803,9.86E-06,0.000219806,70.8698,protein_coding,8.58416,46.0829,3.53031,11.0258,3.65796,NA,uncharacterized protein,NA
C7_03850W_A,C7_03850W_A,1.04141,4.28711,0.000472621,0.00253728,26.4753,protein_coding,12.6443,26.0355,2.58644,6.03617,2.59563,NA,uncharacterized protein,NA
C7_03940C_A,CLB4,1.16983,3.5884,0.000512202,0.00269487,25.9323,protein_coding,7.30993,16.4446,2.47814,3.0268,2.56946,NA,B-type cyclin,NA
C7_04090C_A,C7_04090C_A,-1.45163,5.90134,0.000917035,0.00405875,22.2719,protein_coding,87.2021,31.8427,17.6522,15.1684,2.39161,NA,uncharacterized protein,NA
C7_04120W_A,C7_04120W_A,-1.60849,3.35749,9.46E-05,0.000858365,40.3234,protein_coding,15.0888,4.94786,4.54472,1.33903,3.06633,NA,uncharacterized protein,NA
C7_04180W_A,FAA2-3,-1.06848,7.94327,0.000683612,0.00332794,23.9379,protein_coding,333.016,158.83,34.7855,59.8773,2.47782,NA,Faa2-3p,NA
CR_00040C_A,CR_00040C_A,2.09475,7.46088,3.87E-08,1.18E-05,232.302,protein_coding,66.7806,285.329,5.20334,52.729,4.92746,NA,uncharacterized protein,NA
CR_00130C_A,CR_00130C_A,1.55395,7.09441,1.69E-08,8.92E-06,276.812,protein_coding,69.3555,203.659,4.92024,16.6481,5.04974,NA,uncharacterized protein,NA
CR_00180C_A,CHT1,4.01809,5.82115,4.13E-07,4.74E-05,145.558,protein_coding,6.56885,106.323,3.30457,22.8994,4.32408,NA,Cht1p,NA
CR_00190W_A,NGS1,1.28196,5.6129,5.19E-06,0.000156592,79.7107,protein_coding,28.432,69.1519,3.79826,12.2236,3.80523,NA,Ngs1p,NA
CR_00200W_A,PCK1,-2.01961,12.5156,2.23E-05,0.000348278,56.8403,protein_coding,9393.66,2316.65,1790.04,835.441,3.45807,NA,phosphoenolpyruvate carboxykinase,NA
CR_00540C_A,MDH1,-1.4734,11.1775,4.22E-06,0.000142172,83.5333,protein_coding,3405.41,1226.37,528.639,206.417,3.84719,NA,malate dehydrogenase,NA
CR_00560W_A,NTH1,-1.23365,7.98991,1.29E-06,7.71E-05,108.949,protein_coding,356.434,151.561,26.4593,21.3836,4.11289,NA,"alpha,alpha-trehalase NTH1",NA
CR_00620C_A,ARG1,-3.78936,8.00633,3.40E-06,0.000124677,90.6576,protein_coding,479.179,34.6047,216.882,14.201,3.90422,NA,argininosuccinate synthase,NA
CR_00640W_A,ACC1,-1.12665,9.46058,4.56E-06,0.000143792,82.0567,protein_coding,966.197,442.475,113.347,47.5033,3.84227,NA,acetyl-CoA carboxylase,NA
CR_00870C_A,SWF1,-1.0492,3.36275,3.89E-05,0.000499611,49.8067,protein_coding,13.585,6.55445,2.44442,0.664911,3.30137,NA,palmitoyltransferase,NA
CR_00930W_A,ATO10,1.02852,9.25718,0.00173443,0.00653852,18.2645,protein_coding,402.48,821.082,90.5021,267.844,2.18452,NA,Ato10p,NA
CR_01220W_A,CR_01220W_A,2.45929,0.821016,0.00234229,0.00822068,16.7754,protein_coding,0.484217,2.75928,0.157075,1.91832,2.08509,NA,uncharacterized protein,NA
CR_01280C_A,NPC2,1.5442,5.44709,1.97E-06,9.53E-05,99.0637,protein_coding,22.2084,64.7856,3.9155,11.1282,4.02069,NA,sterol transporter,NA
CR_01330W_A,CPA2,-3.45925,4.21708,3.78E-06,0.000134561,88.5177,protein_coding,33.7083,3.04421,15.8771,0.768141,3.87108,NA,carbamoyl-phosphate synthase (glutamine-hydrolyzing),NA
CR_01360W_A,CR_01360W_A,1.00699,2.4951,0.000213316,0.0015028,32.5868,protein_coding,3.63474,7.31826,0.649704,1.21538,2.8231,NA,MIND complex subunit,NA
CR_01410C_A,CR_01410C_A,1.34075,3.28664,4.08E-06,0.000139291,84.1565,protein_coding,5.42992,13.7656,0.396152,2.45682,3.85608,NA,uncharacterized protein,NA
CR_01440C_A,CR_01440C_A,-3.25841,5.85285,1.51E-05,0.000273104,64.1244,protein_coding,104.155,10.8581,51.6493,3.57998,3.56367,NA,uncharacterized protein,NA
CR_01490C_A,CR_01490C_A,-1.01613,7.28734,0.000347105,0.00208352,28.814,protein_coding,208.75,103.211,43.4209,24.7226,2.6812,NA,Arf family guanine nucleotide exchange factor,NA
CR_01620C_A,MET6,-1.31282,6.98393,2.81E-06,0.00011257,91.5106,protein_coding,180.207,72.5241,34.3066,6.38468,3.94858,NA,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase,NA
CR_01700C_A,CR_01700C_A,1.00013,3.82958,0.000151787,0.00119683,35.5619,protein_coding,9.37354,18.7315,2.34985,1.35994,2.92197,NA,U6 snRNP complex subunit,NA
CR_01910C_A,CR_01910C_A,-1.14002,1.02835,0.0126516,0.0306919,9.28332,protein_coding,2.54048,1.11887,0.588937,0.714498,1.51298,NA,dethiobiotin synthase,NA
CR_02220C_A,OPT3,1.20477,5.91957,0.0152116,0.0355061,8.69497,protein_coding,36.5665,84.2443,22.5171,21.0466,1.4497,NA,Opt3p,NA
CR_02280W_A,PGA23,1.40915,5.69283,0.000257658,0.00170731,31.6142,protein_coding,28.2303,74.9764,9.07529,20.2495,2.76769,NA,Pga23p,NA
CR_02470W_A,CR_02470W_A,1.25257,8.78221,1.50E-05,0.000272584,62.4667,snoRNA,260.222,620.005,58.6215,49.5069,3.5645,NA,,NA
CR_02550C_A,CR_02550C_A,1.03085,3.50065,1.84E-05,0.000305863,59.5402,protein_coding,7.32305,14.9708,0.402319,2.42212,3.51447,NA,exosome non-catalytic core subunit,NA
CR_02800C_A,CR_02800C_A,1.10812,3.72909,0.00036907,0.00216367,28.1981,protein_coding,8.31076,17.8941,2.92276,0.692665,2.66481,NA,uncharacterized protein,NA
CR_02810W_A,CIRT4B,1.33839,3.66055,2.19E-05,0.000344809,57.1246,protein_coding,7.07396,17.8654,1.51456,3.13814,3.46242,NA,Cirt4bp,NA
CR_03040C_A,HGT18,1.16323,5.43554,8.98E-05,0.000834437,40.8489,protein_coding,26.6294,59.6282,7.15159,6.86621,3.07861,NA,Hgt18p,NA
CR_03190C_A,CR_03190C_A,1.78119,6.30364,9.02E-08,1.98E-05,194.004,snRNA,35.5449,122.191,4.38441,16.3113,4.70426,NA,,NA
CR_03450W_A,HXT5,1.21665,2.8152,4.11E-05,0.000520723,49.1462,protein_coding,4.12488,9.61068,0.844829,1.43656,3.28339,NA,Hxt5p,NA
CR_03480W_A,CR_03480W_A,1.26167,6.10532,0.000687599,0.00333894,24.1776,protein_coding,40.4511,96.9738,16.1841,10.7377,2.47639,NA,uncharacterized protein,NA
CR_03580C_A,CR_03580C_A,1.2336,2.80642,2.72E-05,0.000397035,54.2709,protein_coding,4.06871,9.58763,0.735623,1.41393,3.40117,NA,uncharacterized protein,NA
CR_03670W_A,CR_03670W_A,1.05119,0.651796,0.0115864,0.028623,9.61021,protein_coding,0.90358,1.87914,0.398875,0.500102,1.54328,NA,uncharacterized protein,NA
CR_03870W_A,CR_03870W_A,-1.03411,3.8906,0.000415934,0.00234362,27.3062,protein_coding,19.6302,9.57214,5.26423,1.56724,2.63011,NA,uncharacterized protein,NA
CR_04080C_A,SEC63,-1.27463,8.36853,1.68E-05,0.000286042,60.7661,protein_coding,467.37,193.171,75.6425,39.1341,3.54357,NA,protein-transporting protein,NA
CR_04220C_A,CR_04220C_A,4.26309,4.5098,3.20E-06,0.000121352,91.9391,protein_coding,2.25438,43.0844,1.90664,5.01678,3.91595,NA,uncharacterized protein,NA
CR_04420C_A,RBR2,3.39402,7.99982,5.59E-08,1.41E-05,217.848,protein_coding,44.454,467.323,9.84383,125.517,4.85099,NA,putative lipase,NA
CR_04440C_A,RBR1,3.2628,1.03349,1.90E-06,9.53E-05,101.409,protein_coding,0.346412,3.44814,0.0905502,1.04492,4.02069,NA,Rbr1p,NA
CR_04710W_A,CR_04710W_A,1.79185,1.35373,0.000436395,0.00241228,26.9993,protein_coding,1.0631,3.70277,0.607287,0.937379,2.61757,NA,putative peptidylprolyl isomerase,NA
CR_04770C_A,CR_04770C_A,1.04112,3.91009,0.00877919,0.0228978,10.7499,protein_coding,9.74241,20.0183,4.89994,2.98342,1.64021,NA,uncharacterized protein,NA
CR_04830C_A,CR_04830C_A,1.01914,3.20754,1.21E-05,0.000240676,65.6188,protein_coding,5.98826,12.1448,0.854079,0.772515,3.61857,NA,uncharacterized protein,NA
CR_04870C_A,CR_04870C_A,1.54756,7.96778,0.000608764,0.00305859,25.019,protein_coding,127.572,372.899,56.5276,90.3096,2.51448,NA,uncharacterized protein,NA
CR_04960C_A,CRG1,1.75981,7.02359,0.000115214,0.000973775,38.9642,protein_coding,59.2687,200.763,10.2213,93.0124,3.01154,NA,Crg1p,NA
CR_05100W_A,CR_05100W_A,1.0246,4.05655,8.58E-05,0.000812715,41.0512,protein_coding,10.8626,22.1286,1.71706,4.14988,3.09006,NA,uncharacterized protein,NA
