EnsemblID,gene_name,logFC,logCPM,PValue,FDR,F,gene_biotype,GroupA_AvgCPM,GroupB_AvgCPM,GroupA_stdv,GroupB_stdv,log10FDR,alias,mygene_name,summary
C1_00070W_A,MVD,1.03041,6.86741,5.63E-05,0.000636636,45.5276,protein_coding,76.6512,156.569,16.2533,17.9247,3.19611,NA,diphosphomevalonate decarboxylase,NA
C1_00140W_A,KEL1,1.31983,8.01606,1.37E-06,7.84E-05,107.503,protein_coding,147.989,369.473,4.08939,68.4253,4.10574,NA,Kel1p,NA
C1_00350C_A,HMX1,-1.19678,9.91974,0.000100132,0.000890435,39.4975,protein_coding,1348.47,588.221,173.955,156.336,3.0504,NA,Hmx1p,NA
C1_00360W_A,CDC13,-1.23517,4.58924,3.61E-05,0.00049083,50.7063,protein_coding,33.4757,14.2123,4.80623,3.44383,3.30907,NA,Cdc13p,NA
C1_00390W_A,ENA2,-1.21683,10.5439,1.47E-05,0.000270642,62.6719,protein_coding,2087.3,898.006,379.839,85.1414,3.5676,NA,Na(+)-exporting P-type ATPase,NA
C1_00550W_A,CIS2,1.06485,4.98919,1.16E-05,0.000235798,66.225,protein_coding,20.4282,42.7486,2.79043,5.84408,3.62746,NA,gamma-glutamyltransferase,NA
C1_00840C_A,NRM1,1.51299,3.19093,0.00047183,0.00253614,26.524,protein_coding,4.65869,13.3015,1.25355,5.48891,2.59583,NA,Nrm1p,NA
C1_00880W_A,C1_00880W_A,1.34977,5.14556,0.00238217,0.00834049,16.7221,protein_coding,19.8756,50.6354,6.38555,19.1966,2.07881,NA,uncharacterized protein,NA
C1_00910W_A,C1_00910W_A,1.4924,3.34289,6.08E-06,0.000164009,76.8814,protein_coding,5.2414,14.7467,1.38686,0.790099,3.78513,NA,uncharacterized protein,NA
C1_00950C_A,CDC5,2.19297,7.33791,3.04E-05,0.000427263,54.2151,protein_coding,58.0334,265.281,26.6318,30.6917,3.3693,NA,polo kinase,NA
C1_01240W_A,IFD3,1.05134,6.19666,0.00195438,0.00720795,17.7824,protein_coding,47.6469,98.8062,2.18332,44.5073,2.14219,NA,Ifd3p,NA
C1_01440C_A,POX18,2.63294,3.11404,1.38E-05,0.000258393,64.6482,protein_coding,2.36809,14.7532,0.673702,6.63858,3.58772,NA,Pox18p,NA
C1_01450W_A,ABC1,-1.2506,5.20154,0.000107406,0.000925385,39.0569,protein_coding,51.4973,21.6157,12.252,4.67836,3.03368,NA,protein kinase,NA
C1_01510W_A,C1_01510W_A,-1.32799,3.86956,0.00338623,0.0109317,14.9448,protein_coding,20.5795,8.17953,6.88235,3.53561,1.96131,NA,uncharacterized protein,NA
C1_01980W_A,HGT1,-1.49545,11.2179,4.38E-06,0.000142186,82.8257,protein_coding,3516.14,1247.05,657.943,160.213,3.84714,NA,Hgt1p,NA
C1_02070W_A,HSP31,1.28743,3.42669,0.0109697,0.0274266,9.88757,protein_coding,6.17148,15.0307,3.24528,6.41679,1.56183,NA,Hsp31p,NA
C1_02120C_A,SHA3,-1.11133,8.60536,0.000498248,0.00264197,26.1277,protein_coding,532.153,246.308,150.598,49.7995,2.57807,NA,putative serine/threonine protein kinase,NA
C1_02210W_A,C1_02210W_A,1.84149,5.30772,1.35E-06,7.84E-05,107.705,protein_coding,17.2208,61.7552,2.07435,16.2062,4.10574,NA,uncharacterized protein,NA
C1_02370C_A,C1_02370C_A,1.30428,3.70974,0.00039111,0.00225174,27.9079,protein_coding,7.45666,18.4309,1.71105,6.00156,2.64748,NA,uncharacterized protein,NA
C1_02420C_A,GSC1,-1.20297,6.95484,2.67E-07,3.91E-05,153.603,protein_coding,172.681,74.9922,19.1149,3.70538,4.40728,NA,"1,3-beta-glucan synthase",NA
C1_02480W_A,PMM1,-1.06845,6.5073,3.75E-05,0.000495908,50.2549,protein_coding,122.888,58.5963,20.8571,9.78072,3.3046,NA,phosphomannomutase,NA
C1_02520W_A,SCW4,5.67947,8.24681,4.99E-05,0.000588517,48.0312,protein_coding,11.6569,595.698,12.9585,151.043,3.23024,NA,Scw4p,NA
C1_02730W_A,C1_02730W_A,2.16572,1.89989,1.65E-05,0.000284521,61.1509,protein_coding,1.29751,5.85426,0.380383,1.83248,3.54589,NA,uncharacterized protein,NA
C1_02800W_A,C1_02800W_A,-1.56135,3.88145,0.00179361,0.00670062,18.2573,protein_coding,21.6707,7.29656,8.75667,3.18414,2.17388,NA,uncharacterized protein,NA
C1_02810W_A,RAD16,-1.07088,7.192,6.56E-05,0.000685537,43.857,protein_coding,197.826,94.1489,23.9339,21.2116,3.16397,NA,DNA repair protein,NA
C1_02980W_A,GOR1,1.72316,4.62123,0.000222693,0.00154631,32.8566,protein_coding,11.3918,37.5905,5.07795,8.8563,2.8107,NA,glyoxylate reductase,NA
C1_03040W_A,C1_03040W_A,-1.3096,4.42114,0.000274875,0.0017708,30.6671,protein_coding,30.2049,12.1647,8.74457,3.13056,2.75183,NA,,NA
C1_03340C_A,SEC62,-1.53978,7.91029,8.31E-07,6.25E-05,119.953,protein_coding,357.647,122.999,59.7943,15.0595,4.20426,NA,Sec63 complex subunit,NA
C1_03680W_A,ENG1,2.84751,6.26439,3.01E-08,1.03E-05,245.506,protein_coding,18.7273,134.83,3.01412,32.4112,4.9888,NA,"endo-1,3(4)-beta-glucanase",NA
C1_04170C_A,HTA2,1.20259,8.75994,0.00255556,0.00879878,16.356,protein_coding,262.543,604.236,104.746,176.587,2.05558,NA,histone H2A,NA
C1_04180W_A,HTB2,1.13147,8.80098,0.00568021,0.0163281,12.5605,protein_coding,279.495,612.307,120.555,181.737,1.78706,NA,uncharacterized protein,NA
C1_04300C_A,SSA2,-1.96361,6.26892,0.000808577,0.00371484,23.0908,protein_coding,122.31,31.3925,68.6125,10.0622,2.43006,NA,Hsp70 family chaperone,NA
C1_04330W_A,RPN4,-1.37664,6.60478,0.000199534,0.00143536,33.8159,protein_coding,140.194,53.9657,35.0898,16.2524,2.84304,NA,stress-regulated transcription factor,NA
C1_04350C_A,C1_04350C_A,2.76566,3.64249,4.63E-09,5.52E-06,363.787,protein_coding,3.15479,21.5477,0.559996,2.10534,5.25792,NA,uncharacterized protein,NA
C1_04450C_A,FMA1,1.10243,4.79231,0.000450049,0.00245705,26.8654,protein_coding,17.5011,37.6511,3.5935,11.0881,2.60959,NA,Fma1p,NA
C1_04930C_A,C1_04930C_A,-1.7245,2.17708,0.00144552,0.00574051,19.4531,protein_coding,6.59528,1.98608,3.15826,0.869996,2.24105,NA,uncharacterized protein,NA
C1_04990C_A,C1_04990C_A,1.16922,2.23045,8.39E-05,0.000798546,41.2941,protein_coding,2.78519,6.27706,0.501893,1.05424,3.0977,NA,uncharacterized protein,NA
C1_05080W_A,GPT1,4.26878,6.51171,1.06E-05,0.000222926,69.6235,protein_coding,9.01168,173.386,5.9856,77.8022,3.65184,NA,Gpt1p,NA
C1_05140W_A,BRG1,-1.53619,9.37468,2.04E-05,0.000328671,58.0545,protein_coding,986.906,340.264,290.053,34.5675,3.48324,NA,GATA-type transcription factor BRG1,NA
C1_05150C_A,C1_05150C_A,-1.5801,1.71925,3.17E-06,0.000121352,89.1952,protein_coding,4.6347,1.53972,0.39151,0.245669,3.91595,NA,uncharacterized protein,NA
C1_05160C_A,C1_05160C_A,-1.0892,8.57898,8.20E-06,0.000197061,71.787,protein_coding,519.973,244.389,84.2352,14.8711,3.7054,NA,uncharacterized protein,NA
C1_05520W_A,C1_05520W_A,2.17406,3.22467,1.24E-05,0.000242587,65.8254,protein_coding,3.33299,15.0562,0.926638,5.01414,3.61513,NA,uncharacterized protein,NA
C1_05760C_A,PGA26,3.32352,1.46333,1.32E-06,7.71E-05,110.566,protein_coding,0.465635,4.73777,0.237679,1.05815,4.11289,NA,Pga26p,NA
C1_05890W_A,C1_05890W_A,5.47126,7.61903,1.35E-05,0.000255436,65.7892,protein_coding,8.6891,384.332,8.41005,109.229,3.59272,NA,uncharacterized protein,NA
C1_05950C_A,C1_05950C_A,1.26469,5.01469,0.00017383,0.00129879,34.5513,protein_coding,18.9207,45.4763,5.71204,9.46182,2.88646,NA,uncharacterized protein,NA
C1_05960W_A,PGA45,3.16041,8.57607,6.74E-06,0.000175191,77.4341,protein_coding,76.7778,686.326,37.9977,170.916,3.75649,NA,Pga45p,NA
C1_05970W_A,C1_05970W_A,3.03289,1.71671,0.000784096,0.00361958,23.414,protein_coding,0.678811,5.56724,0.46919,3.98141,2.44134,NA,uncharacterized protein,NA
C1_06130C_A,HAC1,-1.02774,6.05042,0.00319736,0.0104736,15.2253,protein_coding,88.6228,43.4474,26.5225,12.8021,1.9799,NA,transcription factor,NA
C1_06140C_A,C1_06140C_A,-2.31905,2.96779,0.000478358,0.00256333,26.7579,protein_coding,12.6435,2.51038,5.98339,1.54863,2.5912,NA,,NA
C1_06280C_A,UME6,-1.34819,6.48053,0.000152575,0.00119707,36.2573,protein_coding,127.93,50.2358,42.9555,8.58851,2.92188,NA,Zn(II)2Cys6 transcription factor UME6,NA
C1_06340W_A,C1_06340W_A,-1.19356,3.34857,0.000924004,0.00408026,21.9807,protein_coding,13.8751,6.02578,2.88654,2.29321,2.38931,NA,uncharacterized protein,NA
C1_06690W_A,CYK3,1.33049,3.12394,5.53E-05,0.000627794,45.7487,protein_coding,4.87487,12.2655,1.35652,1.80341,3.20218,NA,Cyk3p,NA
C1_06700W_A,C1_06700W_A,1.30603,4.96035,9.79E-06,0.000219215,68.9144,protein_coding,17.8443,44.1413,2.89291,7.88427,3.65913,NA,uncharacterized protein,NA
C1_06860W_A,C1_06860W_A,2.32251,3.59498,6.05E-07,5.28E-05,128.611,protein_coding,3.97027,19.9009,0.590608,5.07172,4.27715,NA,uncharacterized protein,NA
C1_06870C_A,C1_06870C_A,3.49195,4.77024,2.04E-06,9.53E-05,101.861,protein_coding,4.42948,49.8237,1.38009,21.8329,4.02069,NA,uncharacterized protein,NA
C1_07030C_A,RBT4,-1.18795,8.00989,5.25E-06,0.000156973,79.4791,protein_coding,357.962,157.125,22.7816,28.8443,3.80418,NA,Rbt4p,NA
C1_07070C_A,DHH1,-1.2724,4.28913,1.27E-07,2.22E-05,180.439,protein_coding,27.3435,11.3115,2.0723,0.579362,4.65276,NA,DExD/H-box ATP-dependent RNA helicase,NA
C1_07170C_A,ZCF23,-1.19039,5.43947,0.000113753,0.000962836,38.4927,protein_coding,60.038,26.2747,10.9711,6.42645,3.01645,NA,Zcf23p,NA
C1_07370C_A,CPH1,-1.05769,4.7417,1.21E-05,0.000240676,65.6162,protein_coding,35.8646,17.2246,6.47906,1.24591,3.61857,NA,homeodomain family transcription factor,NA
C1_07580C_A,PRY1,6.37195,6.50555,5.53E-06,0.000159277,81.1243,protein_coding,2.17973,179.382,2.62408,48.4445,3.79785,NA,Pry1p,NA
C1_07640C_A,C1_07640C_A,1.05763,5.69327,0.000415091,0.00234362,27.461,protein_coding,33.4792,69.6689,5.49696,18.8595,2.63011,NA,uncharacterized protein,NA
C1_07790C_A,C1_07790C_A,1.05403,3.91457,0.00079933,0.00368403,22.9065,protein_coding,9.68007,20.1125,1.99834,5.38636,2.43368,NA,uncharacterized protein,NA
C1_07930C_A,ERD1,1.21725,1.94819,0.000250377,0.00167438,31.2613,protein_coding,2.2107,5.16512,0.665955,0.506492,2.77615,NA,Erd1p,NA
C1_07990C_A,C1_07990C_A,1.3544,5.36361,0.00146663,0.00581237,19.402,protein_coding,23.0662,58.9487,6.17576,22.257,2.23565,NA,uncharacterized protein,NA
C1_08010W_A,DPM1,-1.17853,8.33391,9.42E-05,0.000856466,40.0997,protein_coding,447.272,197.596,72.1462,52.14,3.06729,NA,dolichyl-phosphate beta-D-mannosyltransferase,NA
C1_08170C_A,BUL1,1.38482,3.96103,2.73E-05,0.000397656,54.2103,protein_coding,8.54438,22.298,2.5319,1.64755,3.40049,NA,Bul1p,NA
C1_08240C_A,C1_08240C_A,-1.59469,1.89518,0.00157513,0.00609653,18.8105,protein_coding,5.26265,1.7281,2.59221,0.366847,2.21492,NA,uncharacterized protein,NA
C1_08330C_A,ADH2,3.35211,10.9794,6.10E-07,5.28E-05,129.795,protein_coding,360.141,3677.63,54.8044,1681.54,4.27715,NA,alcohol dehydrogenase,NA
C1_08350C_A,C1_08350C_A,-1.26703,11.577,5.64E-06,0.000159277,78.2003,protein_coding,4316.34,1793.5,716.231,113.194,3.79785,NA,uncharacterized protein,NA
C1_08360C_A,OLE1,-1.16281,12.2478,6.18E-06,0.000165932,76.5841,protein_coding,6723.6,3003.01,162.534,432.092,3.78007,NA,stearoyl-CoA 9-desaturase,NA
C1_08570C_A,PCL2,2.68503,3.86536,4.17E-05,0.000523917,50.198,protein_coding,3.89447,25.0119,2.8089,3.68776,3.28074,NA,cyclin,NA
C1_08580C_A,VCX1,1.24762,7.59271,8.18E-06,0.000197061,71.8298,protein_coding,114.325,271.474,20.6316,37.2969,3.7054,NA,Vcx1p,NA
C1_08610C_A,C1_08610C_A,-1.44557,9.04077,0.000507383,0.00267924,26.3186,protein_coding,770.109,282.725,332.526,35.4154,2.57199,NA,uncharacterized protein,NA
C1_08740C_A,SEC24,-1.15882,9.32456,5.24E-06,0.000156973,79.508,protein_coding,885.355,396.524,73.1358,63.1224,3.80418,NA,COPII subunit,NA
C1_08790W_A,TPO3,-2.75609,3.93171,0.000343569,0.00207718,29.2774,protein_coding,26.121,3.83928,17.2266,1.07196,2.68253,NA,spermine transporter,NA
C1_08900W_A,C1_08900W_A,1.66079,5.12713,8.62E-07,6.25E-05,118.986,protein_coding,16.7247,52.8796,3.17704,7.30783,4.20426,NA,uncharacterized protein,NA
C1_09050W_A,HST1,1.00008,3.89661,8.99E-05,0.000834437,40.5716,protein_coding,9.81936,19.6603,1.98397,2.52235,3.07861,NA,histone deacetylase,NA
C1_09080C_A,PGA6,1.9949,1.2506,0.000771255,0.00358025,23.0913,protein_coding,0.886867,3.54729,0.535162,1.47121,2.44609,NA,Pga6p,NA
C1_09150W_A,AOX2,-1.99961,6.52165,0.00168089,0.00637143,18.6204,protein_coding,146.625,36.5774,50.2266,24.7094,2.19576,NA,Aox2p,NA
C1_09290C_A,ARG5,-2.05048,6.58724,4.93E-05,0.00058382,48.1734,protein_coding,154.574,37.3096,68.505,5.35609,3.23372,NA,bifunctional acetylglutamate kinase/N-acetyl-gamma-glutamyl-phosphate reductase,NA
C1_09310C_A,C1_09310C_A,1.34637,4.32952,5.16E-07,5.11E-05,133.166,protein_coding,11.2608,28.6397,1.23443,2.97364,4.29177,NA,uncharacterized protein,NA
C1_09320C_A,C1_09320C_A,-1.00398,5.85367,0.00163092,0.00623342,18.7914,protein_coding,76.8664,38.3334,24.9442,5.35681,2.20527,NA,uncharacterized protein,NA
C1_09400C_A,FTH1,-1.39069,5.62984,4.17E-07,4.74E-05,139.452,protein_coding,71.3856,27.1991,7.64223,3.4724,4.32408,NA,Fth1p,NA
C1_09580C_A,LIP1,6.24388,1.24179,4.68E-07,4.85E-05,70.1758,protein_coding,0.0474891,4.41341,0.0949783,2.39239,4.31458,NA,Lip1p,NA
C1_09700W_A,C1_09700W_A,-1.55568,0.0793528,0.00614717,0.017386,12.1687,protein_coding,1.28835,0.4165,0.307777,0.332106,1.7598,NA,uncharacterized protein,NA
C1_09730W_A,DAM1,1.17541,2.76892,0.00182298,0.0067841,17.9923,protein_coding,4.09179,9.25572,1.5073,2.44187,2.16851,NA,Dam1p,NA
C1_10060C_A,C1_10060C_A,-1.23289,5.492,0.000355585,0.00211711,29.0028,protein_coding,62.8482,26.7322,6.20588,9.71163,2.67426,NA,uncharacterized protein,NA
C1_10360C_A,C1_10360C_A,1.55279,4.46539,1.08E-06,7.45E-05,113.23,protein_coding,11.1516,32.731,0.862901,6.07946,4.12761,NA,uncharacterized protein,NA
C1_10400C_A,FGR41,3.95307,7.57343,9.54E-08,1.98E-05,200.677,protein_coding,23.1005,357.686,8.28849,87.0311,4.70426,NA,Fgr41p,NA
C1_10430W_A,PHO8,1.74231,2.19989,2.90E-07,3.91E-05,151.014,protein_coding,2.0359,6.83345,0.229419,0.481674,4.40728,NA,Pho8p,NA
C1_10570C_A,C1_10570C_A,-1.70495,0.775314,0.00012176,0.00101286,37.8642,protein_coding,2.31732,0.704038,0.472307,0.214057,2.99445,NA,uncharacterized protein,NA
C1_10580C_A,C1_10580C_A,-1.71229,1.65766,0.00061188,0.0030657,24.5943,protein_coding,4.50116,1.3656,2.10066,0.154584,2.51347,NA,uncharacterized protein,NA
C1_10800C_A,ALP1,-1.27666,6.54055,9.71E-06,0.000218103,69.055,protein_coding,131.476,54.2338,13.5155,11.8697,3.66134,NA,Alp1p,NA
C1_11080W_A,C1_11080W_A,-1.78323,5.22191,0.000274378,0.0017708,31.091,protein_coding,57.4725,16.6423,17.0679,7.22696,2.75183,NA,6-phosphofructo-2-kinase,NA
C1_11200W_A,C1_11200W_A,1.34991,9.80217,1.67E-05,0.000285816,60.9122,protein_coding,503.052,1282.25,126.71,121.523,3.54391,NA,uncharacterized protein,NA
C1_11320C_A,C1_11320C_A,-1.3782,12.1704,1.31E-06,7.71E-05,108.423,protein_coding,6657.49,2561.12,847.122,165.229,4.11289,NA,uncharacterized protein,NA
C1_11340W_A,PRM1,-1.37462,0.571209,0.000324885,0.00199552,29.346,protein_coding,1.86571,0.716417,0.263975,0.193505,2.69994,NA,pheromone-regulated protein,NA
C1_11440C_A,GIN1,1.1014,4.4579,0.00633262,0.0178063,12.0924,protein_coding,13.886,29.7934,5.07461,11.8001,1.74943,NA,chromatin-modulating protein,NA
C1_11470C_A,DPP1,-1.00206,4.10795,2.96E-05,0.000422415,53.1828,protein_coding,22.7115,11.3373,4.06789,0.435427,3.37426,NA,Dpp1p,NA
C1_11530C_A,C1_11530C_A,1.26811,2.38932,5.36E-06,0.000157792,79.1441,protein_coding,2.97357,7.1642,0.467819,0.342128,3.80191,NA,sulfonate dioxygenase,NA
C1_11660W_A,GAD1,1.08234,6.96368,9.10E-05,0.000842374,40.4555,protein_coding,79.9828,169.341,21.1479,10.428,3.0745,NA,glutamate decarboxylase,NA
C1_11670W_A,C1_11670W_A,1.37471,10.9523,4.61E-05,0.000555805,47.7985,protein_coding,1102.78,2859.68,297.931,434.366,3.25508,NA,uncharacterized protein,NA
C1_11730W_A,C1_11730W_A,1.2576,5.8375,0.000239894,0.001623,32.2175,protein_coding,33.6495,80.4379,11.3983,10.7709,2.78968,NA,uncharacterized protein,NA
C1_11860W_A,C1_11860W_A,-1.05497,7.50032,0.00012499,0.00103086,37.3566,protein_coding,244.158,117.492,37.056,26.2966,2.9868,NA,uncharacterized protein,NA
C1_11870W_A,MUP1,-1.17635,7.85393,2.75E-06,0.00011257,91.9896,protein_coding,320.46,141.77,30.8454,20.4492,3.94858,NA,Mup1p,NA
C1_11990W_A,C1_11990W_A,4.01394,4.9398,2.25E-08,1.00E-05,264.734,protein_coding,3.56645,57.6533,1.11242,14.8532,4.99924,NA,uncharacterized protein,NA
C1_12010C_A,KIP4,1.70901,4.79788,1.34E-05,0.000254328,64.6378,protein_coding,12.9679,42.389,3.62241,9.2548,3.59461,NA,Kip4p,NA
C1_12670C_A,C1_12670C_A,1.1315,3.08844,1.53E-05,0.000276105,62.0933,protein_coding,5.22585,11.4537,0.782393,1.39459,3.55893,NA,U4/U6-U5 snRNP complex subunit,NA
C1_12780W_A,RBK1,1.42861,5.74913,1.59E-06,8.71E-05,103.978,protein_coding,29.0586,78.2467,3.44337,13.7211,4.06016,NA,putative ribokinase,NA
C1_12910W_A,C1_12910W_A,-1.14431,5.29456,0.00131012,0.00532619,20.0659,protein_coding,53.7463,24.2632,6.01566,9.34033,2.27358,NA,uncharacterized protein,NA
C1_13080W_A,OP4,5.86697,6.62481,2.35E-06,0.00010597,98.6333,protein_coding,3.33787,193.829,3.15741,34.4702,3.97482,NA,Op4p,NA
C1_13100W_A,C1_13100W_A,-1.18711,7.75639,2.31E-05,0.000355334,56.3931,protein_coding,300.166,131.809,51.7214,23.8661,3.44936,NA,uncharacterized protein,NA
C1_13140C_A,TYE7,-1.2158,7.83257,0.000173682,0.00129879,34.5582,protein_coding,318.369,137.037,75.3274,32.6048,2.88646,NA,regulatory transcription factor TYE7,NA
C1_13160W_A,PSA2,1.00808,6.47144,0.00319128,0.0104655,15.2346,protein_coding,58.8479,118.323,23.011,19.6016,1.98024,NA,Psa2p,NA
C1_13400C_A,AGC1,-1.13426,5.78778,7.57E-06,0.000188892,73.1113,protein_coding,75.5965,34.4349,14.1707,2.12124,3.72379,NA,amino acid transporter,NA
C1_13480W_A,HSP70,-2.24689,10.201,4.38E-05,0.000538587,49.6157,protein_coding,1944.08,409.564,937.682,31.5668,3.26874,NA,Hsp70 family chaperone,NA
C1_13570W_A,MPT5,-1.06286,3.58076,4.98E-06,0.000154482,80.4412,protein_coding,15.9096,7.60058,1.72625,0.669396,3.81112,NA,Mpt5p,NA
C1_13630W_A,CYB2,1.01099,8.82505,0.00936297,0.0240855,10.4961,protein_coding,300.741,606.106,102,265.37,1.61824,NA,Cyb2p,NA
C1_13780W_A,MYO2,-1.50024,6.11522,5.06E-08,1.34E-05,219.456,protein_coding,102.093,36.0825,8.63193,3.68466,4.87291,NA,myosin 2,NA
C1_13810W_A,C1_13810W_A,1.27589,6.57651,3.90E-05,0.000499611,50.1325,protein_coding,55.7098,134.912,11.1178,29.6405,3.30137,NA,uncharacterized protein,NA
C1_13850C_A,DAL7,2.48061,4.36218,1.42E-08,8.92E-06,287.149,protein_coding,6.20838,34.6743,1.26167,2.9033,5.04974,NA,Dal7p,NA
C1_14120C_A,RBE1,4.0728,4.74751,1.47E-08,8.92E-06,289.536,protein_coding,3.00144,50.4982,1.24589,4.08637,5.04974,NA,sterol-binding protein,NA
C1_14190C_A,YPI1,-1.04196,6.80452,5.00E-05,0.000588517,46.8589,protein_coding,150.173,72.9311,32.7483,5.61856,3.23024,NA,type 1 protein phosphatase-activating protein,NA
C1_14370W_A,C1_14370W_A,-1.52205,0.246221,0.0104022,0.0262682,10.0489,protein_coding,1.46582,0.500611,0.537793,0.407219,1.58057,NA,,NA
C1_14420W_A,DDI1,-1.01376,7.62631,2.90E-07,3.91E-05,150.89,protein_coding,263.993,130.741,14.3837,6.06641,4.40728,NA,Ddi1p,NA
C2_00180C_A,C2_00180C_A,2.14123,6.22707,1.05E-05,0.000222926,69.7539,protein_coding,27.6407,121.884,8.98952,29.6039,3.65184,NA,uncharacterized protein,NA
C2_00240C_A,SOD6,-1.25529,4.02381,0.000221,0.0015434,32.4658,protein_coding,22.6222,9.48819,5.27565,2.55791,2.81152,NA,Sod6p,NA
C2_00660C_A,SOD4,2.41006,4.82433,1.36E-07,2.31E-05,177.803,protein_coding,8.92611,47.4867,0.698614,12.1142,4.63611,NA,Sod4p,NA
C2_00890W_A,C2_00890W_A,1.02659,2.93991,4.44E-05,0.000545718,48.2384,protein_coding,4.94252,10.0653,1.01941,0.501871,3.26303,NA,uncharacterized protein,NA
C2_01000W_A,HGT7,-1.70618,5.48225,0.0130173,0.0313505,9.25245,protein_coding,68.0517,20.8129,33.6427,14.9898,1.50376,NA,Hgt7p,NA
C2_01120W_A,KAR2,-1.88016,9.24166,0.000443719,0.00243461,27.3074,protein_coding,951.696,258.501,296.114,134.05,2.61357,NA,Hsp70 family ATPase,NA
C2_01180W_A,COX17,-1.31529,4.24001,0.000975186,0.00424166,21.8803,protein_coding,26.6237,10.6817,10.7896,2.1082,2.37246,NA,copper metallochaperone,NA
C2_01210C_A,HNM1,-1.15938,6.94857,4.29E-05,0.000531956,48.6331,protein_coding,170.319,76.2452,41.2714,6.04975,3.27412,NA,Hnm1p,NA
C2_01240C_A,CHL1,1.06882,2.38523,0.000185661,0.00135745,33.7794,protein_coding,3.26191,6.84886,0.692134,1.06452,2.86728,NA,uncharacterized protein,NA
C2_01380W_A,PLB4.5,2.79618,4.49992,8.04E-09,6.66E-06,323.849,protein_coding,5.66033,39.3592,0.89876,6.54154,5.17667,NA,Plb4.5p,NA
C2_01410C_A,CLB2,2.06533,3.14648,1.41E-06,7.96E-05,106.722,protein_coding,3.35247,14.0586,1.121,1.42374,4.09924,NA,B-type cyclin,NA
C2_01630W_A,C2_01630W_A,-1.10196,6.78149,8.96E-06,0.000209555,70.3322,protein_coding,149.793,69.7681,16.0269,11.4631,3.6787,NA,uncharacterized protein,NA
C2_01950C_A,AMN1,3.31908,4.28171,1.40E-09,3.75E-06,467.299,protein_coding,3.51411,35.1671,0.315948,6.50357,5.42622,NA,Amn1p,NA
C2_01960C_A,C2_01960C_A,3.35424,0.00940051,7.64E-05,0.000757094,37.1266,protein_coding,0.137255,1.53709,0.158517,0.512177,3.12085,NA,,NA
C2_02050C_A,C2_02050C_A,2.50416,4.80388,4.17E-07,4.74E-05,141.1,protein_coding,8.33611,47.2784,2.65594,6.73719,4.32408,NA,uncharacterized protein,NA
C2_02060C_A,FMO1,2.95068,5.53627,7.14E-07,5.83E-05,128.863,protein_coding,10.5988,82.0472,0.73083,32.9881,4.23402,NA,Fmo1p,NA
C2_02220C_A,C2_02220C_A,1.38236,1.02829,0.00896483,0.0232564,10.577,protein_coding,1.0261,2.67771,0.117328,1.67102,1.63346,NA,uncharacterized protein,NA
C2_02230C_A,C2_02230C_A,5.22405,5.71661,1.80E-06,9.22E-05,104.82,protein_coding,2.74775,102.219,2.51052,9.45118,4.03515,NA,uncharacterized protein,NA
C2_02570W_A,C2_02570W_A,4.32451,6.85267,2.03E-06,9.53E-05,101.987,protein_coding,10.9941,220.014,5.57806,84.4612,4.02069,NA,uncharacterized protein,NA
C2_02580W_A,C2_02580W_A,1.97795,6.90761,9.44E-07,6.67E-05,117.894,protein_coding,48.559,191.288,11.2726,32.9608,4.1756,NA,uncharacterized protein,NA
C2_02590W_A,ZRT2,1.14516,5.95813,0.00252837,0.00876764,16.4114,protein_coding,38.6306,85.4259,17.2863,19.1646,2.05712,NA,low-affinity Zn(2+) transporter,NA
C2_02610C_A,HGT20,-1.06188,3.41605,0.000267028,0.00175015,30.7268,protein_coding,14.1708,6.7694,3.11731,1.28834,2.75692,NA,Hgt20p,NA
C2_02910W_A,C2_02910W_A,-1.50378,3.02807,4.13E-05,0.000521364,49.0967,protein_coding,11.7544,4.11355,1.69474,1.23077,3.28286,NA,uncharacterized protein,NA
C2_02920W_A,C2_02920W_A,-1.54311,6.99496,4.45E-06,0.000142601,82.5183,protein_coding,189.573,65.0487,45.3306,6.91184,3.84588,NA,uncharacterized protein,NA
C2_02930C_A,ETT1,1.17799,4.19594,0.000101977,0.000897737,39.3189,protein_coding,11.1439,25.1939,3.01369,3.3094,3.04685,NA,uncharacterized protein,NA
C2_03120W_A,AMO1,2.02848,6.00391,0.000264062,0.00174179,31.4089,protein_coding,25.23,102.823,13.8873,18.2075,2.759,NA,Amo1p,NA
C2_03220C_A,STP4,-1.28295,6.57577,0.0039175,0.0122976,14.2457,protein_coding,134.882,55.4037,44.4314,24.0068,1.91018,NA,Stp4p,NA
C2_03350W_A,PGA17,5.60101,8.19643,5.62E-06,0.000159277,80.7695,protein_coding,11.8642,574.646,10.4623,121.827,3.79785,NA,Pga17p,NA
C2_03390C_A,HSP78,-2.37663,8.12615,0.000104015,0.000904166,39.9899,protein_coding,468.088,90.1318,265.147,4.54081,3.04375,NA,chaperone ATPase,NA
C2_03610W_A,FMO2,1.69318,6.46933,0.00939617,0.0241485,10.4822,protein_coding,41.8166,135.344,5.98675,131.889,1.61711,NA,Fmo2p,NA
C2_03640W_A,UGA11,4.34437,7.43639,1.03E-07,1.99E-05,197.305,protein_coding,16.2483,329.967,5.37831,101.398,4.70055,NA,Uga11p,NA
